question_id,component,part,year,document_id,source_line_1,row_index,column_index,raw_value,review_note
651,earlier,1,2017,MML_financial_statements_2017_consolidated,213,8,3,491.384.792.041,Tổng chi phí lãi vay năm 2017 trên báo cáo kết quả kinh doanh
651,later,1,2018,MML_financial_statements_2018_consolidated,225,8,3,235.444.066.977,Tổng chi phí lãi vay năm 2018 trên báo cáo kết quả kinh doanh
652,earlier,1,2017,HT1_financial_statements_2017_separate,988,2,4,27.897.500.519,Thuế TNDN phải nộp công ty mẹ cuối 2017
652,later,1,2018,HT1_financial_statements_2018_separate,932,1,4,56.426.836.190,Thuế TNDN phải nộp công ty mẹ cuối 2018
653,earlier,1,2022,HAG_financial_statements_2022_consolidated,277,19,3,1.745.420.930,Phải thu về cho vay dài hạn trình bày trên bảng cân đối cuối 2022 đơn vị ngàn VND
653,later,1,2024,HAG_financial_statements_2024_consolidated,367,19,3,46.813.199,Phải thu về cho vay dài hạn trình bày trên bảng cân đối cuối 2024 đơn vị ngàn VND
654,earlier,1,2016,DNH_financial_statements_2016_separate,898,1,1,679.331.847.584,Giá vốn bán điện công ty mẹ năm 2016
654,later,1,2017,DNH_financial_statements_2017_separate,921,1,1,754.107.551.854,Giá vốn bán điện công ty mẹ năm 2017
655,earlier,1,2019,VIC_financial_statements_2019_consolidated,229,2,3,18.446.968,Tổng tiền và các khoản tương đương tiền cuối 2019 triệu đồng
655,later,1,2021,VIC_financial_statements_2021_consolidated,219,2,3,18.352.236,Tổng tiền và các khoản tương đương tiền cuối 2021 triệu đồng
