question_id,item,component,year,document_id,source_line_1,row_index,column_index,raw_value,review_note
894,4,a,2022,VCB_financial_statements_2022_separate,320,9,2,(3.820.917),Thuế thu nhập doanh nghiệp thực nộp trong năm
894,5,a,2025,VCB_financial_statements_2025_separate,340,9,2,(9.035.721),Thuế thu nhập doanh nghiệp thực nộp trong năm
895,1,a,2015,VIC_financial_statements_2015_consolidated,2605,5,1,5.926.525.506.110,Tổng tiền thuê tối thiểu phải nhận
895,2,a,2019,VIC_financial_statements_2019_consolidated,2286,5,1,22.012.268,Tổng tiền thuê tối thiểu phải nhận
895,3,a,2022,VIC_financial_statements_2022_consolidated,2432,5,1,23.885.078,Tổng tiền thuê tối thiểu phải nhận
895,4,a,2025,VIC_financial_statements_2025_consolidated,2862,5,1,8.025.973,Tổng tiền thuê tối thiểu phải nhận
905,1,a,2020,VIC_financial_statements_2020_consolidated,1947,5,1,31.068.411,Tổng doanh thu hoạt động tài chính
905,2,a,2021,VIC_financial_statements_2021_consolidated,2013,6,1,16.045.903,Tổng doanh thu hoạt động tài chính
905,3,a,2023,VIC_financial_statements_2023_consolidated,2242,6,1,20.502.485,Tổng doanh thu hoạt động tài chính
905,4,a,2025,VIC_financial_statements_2025_consolidated,2378,5,1,50.463.250,Tổng doanh thu hoạt động tài chính
981,1,a,2017,BSR_financial_statements_2017_consolidated,1102,5,1,5.697.895.452.596,Doanh thu sản phẩm LPG
981,2,a,2019,BSR_financial_statements_2019_consolidated,1021,6,1,5.983.079.101.866,Doanh thu sản phẩm LPG
981,3,a,2021,BSR_financial_statements_2021_consolidated,1773,5,1,7.942.513.069.668,Doanh thu sản phẩm LPG
981,4,a,2022,BSR_financial_statements_2022_consolidated,1284,6,1,9.292.539.523.199,Doanh thu sản phẩm LPG
981,5,a,2025,BSR_financial_statements_2025_consolidated,1334,7,1,7.646.974.909.812,Doanh thu sản phẩm LPG
986,1,a,2016,HAG_financial_statements_2016_separate,281,16,3,(8.142.646),Chi phí thuế TNDN hiện hành
986,2,a,2017,HAG_financial_statements_2017_separate,262,14,3,(912.141),Chi phí thuế TNDN hiện hành
986,3,a,2024,HAG_financial_statements_2024_separate,326,14,3,(37.670),Chi phí thuế TNDN hiện hành
986,4,a,2025,HAG_financial_statements_2025_separate,303,14,3,,Chi phí thuế TNDN hiện hành không phát sinh theo ô nguồn để trống
854,1,a,2020,NLG_financial_statements_2020_consolidated,216,8,3,6.698.604.900,Doanh thu chưa thực hiện ngắn hạn cuối năm 2020
854,1,b,2020,NLG_financial_statements_2020_consolidated,216,14,3,757.276.989.590,Doanh thu chưa thực hiện dài hạn cuối năm 2020
854,2,a,2021,NLG_financial_statements_2021_consolidated,247,8,3,7.186.302.603,Doanh thu chưa thực hiện ngắn hạn cuối năm 2021
854,2,b,2021,NLG_financial_statements_2021_consolidated,247,14,3,285.093.422.869,Doanh thu chưa thực hiện dài hạn cuối năm 2021
854,3,a,2023,NLG_financial_statements_2023_consolidated,240,8,3,7.589.982.574,Doanh thu chưa thực hiện ngắn hạn cuối năm 2023
854,3,b,2023,NLG_financial_statements_2023_consolidated,240,14,3,259.701.132.847,Doanh thu chưa thực hiện dài hạn cuối năm 2023
918,1,a,2024,ABB_financial_statements_2024_separate,205,5,3,1.634.376,Cam kết trong nghiệp vụ thư tín dụng tại chỉ tiêu ngoài bảng cân đối riêng
918,2,a,2024,SSB_financial_statements_2024_separate,273,6,3,2.228.158,Cam kết trong nghiệp vụ L/C thuần tại chỉ tiêu ngoài bảng cân đối riêng
918,3,a,2024,BID_financial_statements_2024_separate,388,7,3,62.109.504,Cam kết trong nghiệp vụ L/C tại chỉ tiêu ngoài bảng cân đối riêng
918,4,a,2024,MBB_financial_statements_2024_separate,374,7,2,29.138.440,Cam kết trong nghiệp vụ L/C tại chỉ tiêu ngoài bảng cân đối riêng
968,1,a,2017,POW_financial_statements_2017_separate,935,2,1,12.950.216.434.336,Vay dài hạn bằng USD cuối năm 2017
968,1,b,2017,POW_financial_statements_2017_separate,935,4,1,15.661.786.300.389,Tổng vay dài hạn cuối năm 2017 cùng bảng phân loại tiền tệ
968,2,a,2019,POW_financial_statements_2019_separate,986,2,1,5.707.365.539.513,Vay dài hạn bằng USD cuối năm 2019
968,2,b,2019,POW_financial_statements_2019_separate,986,4,1,7.921.256.591.629,Tổng vay dài hạn cuối năm 2019 cùng bảng phân loại tiền tệ
968,3,a,2022,POW_financial_statements_2022_separate,1029,2,1,516.770.814.702,Vay dài hạn bằng USD cuối năm 2022
968,3,b,2022,POW_financial_statements_2022_separate,1029,4,1,1.984.143.645.915,Tổng vay dài hạn cuối năm 2022 cùng bảng phân loại tiền tệ
968,4,a,2023,POW_financial_statements_2023_separate,1120,2,1,2.543.730.418.101,Vay dài hạn bằng USD cuối năm 2023
968,4,b,2023,POW_financial_statements_2023_separate,1120,4,1,5.987.879.090.875,Tổng vay dài hạn cuối năm 2023 cùng bảng phân loại tiền tệ
968,5,a,2024,POW_financial_statements_2024_separate,1066,2,1,4.928.718.355.610,Vay dài hạn bằng USD cuối năm 2024
968,5,b,2024,POW_financial_statements_2024_separate,1066,4,1,8.356.636.117.641,Tổng vay dài hạn cuối năm 2024 cùng bảng phân loại tiền tệ
970,1,a,2015,ACB_financial_statements_2015_consolidated,2941,14,4,1.641.434,Quỹ dự phòng tài chính cuối năm 2015 trong bảng biến động vốn chủ sở hữu
970,2,a,2021,ACB_financial_statements_2021_consolidated,2369,12,5,4.744.306,Quỹ dự phòng tài chính cuối năm 2021 trong bảng biến động vốn chủ sở hữu
970,3,a,2023,ACB_financial_statements_2023_consolidated,2040,14,4,7.660.332,Quỹ dự phòng tài chính cuối năm 2023 trong bảng biến động vốn chủ sở hữu
970,4,a,2025,ACB_financial_statements_2025_consolidated,2183,13,4,10.575.595,Quỹ dự phòng tài chính cuối năm 2025 trong bảng biến động vốn chủ sở hữu
974,1,a,2022,CTG_financial_statements_2022_consolidated,1750,5,1,105.915.412,Tổng tài sản và chứng từ khác giữ hộ bảo quản cuối năm 2022
974,2,a,2023,CTG_financial_statements_2023_consolidated,1750,6,1,91.656.083,Tổng tài sản và chứng từ khác giữ hộ bảo quản cuối năm 2023
974,3,a,2024,CTG_financial_statements_2024_consolidated,1738,6,1,132.970.869,Tổng tài sản và chứng từ khác giữ hộ bảo quản cuối năm 2024
974,4,a,2025,CTG_financial_statements_2025_consolidated,2919,5,1,95.027.390,Tổng tài sản và chứng từ khác giữ hộ bảo quản cuối năm 2025
846,1,a,2020,HDG_financial_statements_2020_separate,241,5,3,(80.866.050.914),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2020 công ty mẹ
846,1,b,2020,HDG_financial_statements_2020_separate,241,4,3,344.631.427.264,Nguyên giá TSCĐ hữu hình cuối năm 2020 công ty mẹ
846,2,a,2021,HDG_financial_statements_2021_separate,223,7,3,(95.773.752.404),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2021 công ty mẹ
846,2,b,2021,HDG_financial_statements_2021_separate,223,6,3,343.518.052.309,Nguyên giá TSCĐ hữu hình cuối năm 2021 công ty mẹ
846,3,a,2022,HDG_financial_statements_2022_separate,244,7,3,(111.722.134.459),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2022 công ty mẹ
846,3,b,2022,HDG_financial_statements_2022_separate,244,6,3,343.518.052.309,Nguyên giá TSCĐ hữu hình cuối năm 2022 công ty mẹ
846,4,a,2023,HDG_financial_statements_2023_separate,240,9,3,(127.661.941.533),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2023 công ty mẹ
846,4,b,2023,HDG_financial_statements_2023_separate,240,8,3,344.018.052.309,Nguyên giá TSCĐ hữu hình cuối năm 2023 công ty mẹ
846,5,a,2025,HDG_financial_statements_2025_separate,268,9,3,(155.541.193.868),Giá trị khấu hao lũy kế TSCĐ hữu hình cuối năm 2025 công ty mẹ
846,5,b,2025,HDG_financial_statements_2025_separate,268,8,3,344.596.121.939,Nguyên giá TSCĐ hữu hình cuối năm 2025 công ty mẹ
881,1,a,2016,HND_financial_statements_2016,127,19,3,(8.001.667.854.893),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2016
881,2,a,2018,HND_financial_statements_2018,122,18,3,(11.731.433.309.660),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2018
881,3,a,2019,HND_financial_statements_2019,214,19,3,(13.520.488.721.292),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2019
881,4,a,2020,HND_financial_statements_2020,208,20,3,(15.298.798.199.853),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2020
881,5,a,2021,HND_financial_statements_2021,205,22,3,(16.599.466.811.506),Giá trị hao mòn lũy kế TSCĐ hữu hình cuối năm 2021
941,1,a,2017,NLG_financial_statements_2017_separate,961,10,1,130.863.796.545,Phải trả ngắn hạn khác với bên liên quan cuối năm 2017 công ty mẹ
941,2,a,2018,NLG_financial_statements_2018_separate,1071,11,1,208.863.028.787,Phải trả ngắn hạn khác với bên liên quan cuối năm 2018 công ty mẹ
941,3,a,2021,NLG_financial_statements_2021_separate,984,10,1,1.150.344.202.519,Phải trả ngắn hạn khác với bên liên quan cuối năm 2021 công ty mẹ
941,4,a,2025,NLG_financial_statements_2025_separate,1079,8,1,523.787.255.020,Phải trả ngắn hạn khác với bên liên quan cuối năm 2025 công ty mẹ
1008,2,a,2021,SSH_financial_statements_2021_separate,1128,2,2,61.614.783.673,Tổng doanh thu cung cấp dịch vụ cho các bên liên quan năm 2021 công ty mẹ
823,1,a,2019,HSG_financial_statements_2019_consolidated,1168,14,7,(4.092.340.379),Trích quỹ khen thưởng phúc lợi trong năm tài chính 2019
823,2,a,2021,HSG_financial_statements_2021_consolidated,1227,6,7,(46.120.560.692),Trích quỹ khen thưởng phúc lợi trong năm tài chính 2021
823,3,a,2024,HSG_financial_statements_2024_consolidated,1020,10,6,(18.103.097.086),Trích quỹ khen thưởng phúc lợi trong năm tài chính 2024
823,4,a,2025,HSG_financial_statements_2025_consolidated,1028,11,6,(18.604.251.306),Trích quỹ khen thưởng phúc lợi trong năm tài chính 2025
860,1,a,2017,OGC_financial_statements_2017_consolidated,537,15,3,26.374.755.718,Chi phí khác trên báo cáo kết quả kinh doanh năm 2017
860,2,a,2022,OGC_financial_statements_2022_consolidated,326,14,4,14.990.510.425,Chi phí khác trên báo cáo kết quả kinh doanh năm 2022
860,3,a,2023,OGC_financial_statements_2023_consolidated,324,14,4,35.782.837.103,Chi phí khác trên báo cáo kết quả kinh doanh năm 2023
901,1,a,2016,KLB_financial_statements_2016_separate,1600,17,4,729.864,Tổng giá trị còn lại TSCĐ vô hình cuối năm 2016
901,2,a,2017,KLB_financial_statements_2017_separate,1420,14,4,711.549,Tổng giá trị còn lại TSCĐ vô hình cuối năm 2017
901,3,a,2018,KLB_financial_statements_2018_separate,1501,14,4,705.602,Tổng giá trị còn lại TSCĐ vô hình cuối năm 2018
901,4,a,2019,KLB_financial_statements_2019_separate,1394,16,4,718.399,Tổng giá trị còn lại TSCĐ vô hình cuối năm 2019
901,5,a,2020,KLB_financial_statements_2020_separate,1399,14,4,711.902,Tổng giá trị còn lại TSCĐ vô hình cuối năm 2020
861,1,a,2015,OGC_financial_statements_2015_consolidated,2397,8,1,299.999.999,Cổ phiếu phổ thông đang lưu hành cuối năm 2015
861,2,a,2015,VNM_financial_statements_2015_consolidated,1371,8,1,1.200.139.398,Cổ phiếu phổ thông đang lưu hành cuối năm 2015
861,3,a,2015,HNG_financial_statements_2015_consolidated,1551,7,1,708.143.895,Cổ phiếu phổ thông đang lưu hành cuối năm 2015
822,1,a,2016,ASM_financial_statements_2016_separate,366,12,3,3.188.673.987,Thu nhập khác trên báo cáo kết quả kinh doanh riêng năm 2016
1003,1,a,2015,MSR_financial_statements_2015_separate,271,19,4,(417.067.012),Lưu chuyển tiền thuần từ hoạt động kinh doanh cột Công ty năm 2015
923,1,a,2016,OGC_financial_statements_2016_consolidated,2105,3,1,239.080.080.571,Chi phí nhân công theo yếu tố năm 2016
923,2,a,2017,OGC_financial_statements_2017_consolidated,2054,3,1,261.585.083.957,Chi phí nhân công theo yếu tố năm 2017
923,3,a,2018,OGC_financial_statements_2018_consolidated,2266,3,1,287.946.510.328,Chi phí nhân công theo yếu tố năm 2018
923,4,a,2019,OGC_financial_statements_2019_consolidated,2087,3,1,314.060.717.471,Chi phí nhân công theo yếu tố năm 2019
992,1,a,2022,VPB_financial_statements_2022_consolidated,226,28,2,(1.514.429),Hao mòn lũy kế TSCĐ hữu hình cuối năm 2022
992,2,a,2022,SHB_financial_statements_2022_consolidated,287,25,3,(784.295),Hao mòn lũy kế TSCĐ hữu hình cuối năm 2022
992,2,b,2022,SHB_financial_statements_2022_consolidated,287,24,3,1.287.149,Nguyên giá TSCĐ hữu hình cuối năm 2022
992,3,a,2022,MBB_financial_statements_2022_consolidated,344,28,2,(3.653.001),Hao mòn lũy kế TSCĐ hữu hình cuối năm 2022
817,1,a,2015,HPG_financial_statements_2015_separate,807,8,1,13.765.062.289,Khấu hao nhà cửa trong năm 2015
817,2,a,2019,HPG_financial_statements_2019_separate,778,5,1,14.491.457.532,Khấu hao nhà cửa trong năm 2019
817,3,a,2022,HPG_financial_statements_2022_separate,691,5,1,14.647.724.280,Khấu hao nhà cửa trong năm 2022
817,4,a,2023,HPG_financial_statements_2023_separate,739,7,1,14.495.039.243,Khấu hao nhà cửa trong năm 2023
817,5,a,2024,HPG_financial_statements_2024_separate,693,5,1,12.961.352.808,Khấu hao nhà cửa trong năm 2024
906,2,a,2017,VGT_financial_statements_2017_separate,184,6,3,1.189.563.447.563,TSCĐ hữu hình công ty mẹ cuối năm 2017
977,3,a,2017,MSR_financial_statements_2017_separate,167,12,5,541.074.175,Nợ dài hạn cột Công ty cuối năm 2017
977,3,b,2017,MSR_financial_statements_2017_separate,167,18,5,9.443.792.507,Vốn chủ sở hữu cột Công ty cuối năm 2017
948,1,a,2017,PLX_financial_statements_2017_consolidated,193,18,3,777.729.469.586,Xây dựng cơ bản dở dang cuối kỳ trên bảng cân đối kế toán hợp nhất 2017
948,2,a,2018,PLX_financial_statements_2018_consolidated,152,18,3,875.013.410.257,Xây dựng cơ bản dở dang cuối kỳ trên bảng cân đối kế toán hợp nhất 2018
948,3,a,2019,PLX_financial_statements_2019_consolidated,210,17,3,989.693.974.370,Xây dựng cơ bản dở dang cuối kỳ trên bảng cân đối kế toán hợp nhất 2019
948,4,a,2023,PLX_financial_statements_2023_consolidated,210,17,3,919.552.879.504,Xây dựng cơ bản dở dang cuối kỳ trên bảng cân đối kế toán hợp nhất 2023
948,5,a,2024,PLX_financial_statements_2024_consolidated,158,17,3,1.445.555.813.867,Xây dựng cơ bản dở dang cuối kỳ trên bảng cân đối kế toán hợp nhất 2024
973,3,a,2022,MSR_financial_statements_2022_separate,354,11,3,(259.020.090),Lưu chuyển tiền thuần từ hoạt động kinh doanh công ty mẹ MSR năm 2022
868,3,a,2018,VCB_financial_statements_2018_consolidated,229,2,3,(3.648.356),Chi phí thuế thu nhập doanh nghiệp hiện hành năm 2018
868,4,a,2022,VCB_financial_statements_2022_consolidated,272,2,3,(8.406.860),Chi phí thuế thu nhập doanh nghiệp hiện hành năm 2022
868,5,a,2023,VCB_financial_statements_2023_consolidated,243,2,3,(8.079.401),Chi phí thuế thu nhập doanh nghiệp hiện hành năm 2023
875,1,a,2016,STB_financial_statements_2016_separate,197,39,2,329.187.491,Tổng tài sản cuối năm trên bảng cân đối kế toán riêng 2016
875,2,a,2017,STB_financial_statements_2017_separate,209,39,2,364.016.293,Tổng tài sản cuối năm trên bảng cân đối kế toán riêng 2017
875,3,a,2022,STB_financial_statements_2022_separate,201,35,2,587.216.341,Tổng tài sản cuối năm trên bảng cân đối kế toán riêng 2022
875,4,a,2025,STB_financial_statements_2025_separate,139,33,3,908.632.552,Tổng tài sản cuối năm trên bảng cân đối kế toán riêng 2025
917,2,a,2017,VJC_financial_statements_2017_separate,138,4,3,593.067.305.745,Phải trả người bán ngắn hạn cuối năm 2017 của công ty mẹ VJC
917,3,a,2017,ACV_financial_statements_2017_separate,246,3,3,1.133.590.882.595,Phải trả người bán ngắn hạn cuối năm 2017 của công ty mẹ ACV
829,2,a,2017,TTF_financial_statements_2017_consolidated,272,15,3,(14.555.567.878),Lỗ khác năm 2017 trên báo cáo kết quả kinh doanh hợp nhất; không dùng báo cáo riêng
915,3,a,2016,HAG_financial_statements_2016_separate,1331,6,1,1.433.862.140,Tổng chi phí tài chính công ty mẹ HAG năm 2016; không dùng số liệu bộ phận hợp nhất
896,1,a,2018,TTF_financial_statements_2018_separate,1139,4,1,-,Vay bên liên quan ngắn hạn không phát sinh theo ô nguồn
910,5,a,2025,DBC_financial_statements_2025_separate,1017,9,1,-,Hàng hóa tồn kho không phát sinh theo ô nguồn
1011,1,a,2021,SSB_financial_statements_2021_separate,3114,7,1,-,Tiền vay tại Ngân hàng không phát sinh theo ô nguồn
